timestamp,value,__name__,instance,job,namespace,phase,pod,uid
1780608323,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608338,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608353,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608368,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608383,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608398,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608413,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608428,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608443,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608458,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608473,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608488,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608503,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608518,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608533,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608548,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608563,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608578,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608593,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608608,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608623,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608638,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608653,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608668,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608683,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,adservice-64dd5464b8-75dzr,187940fe-085c-49fa-8e70-566b8297dee8
1780608323,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,cartservice-7956c8c845-x7sqr,ef0f4d13-54dc-44c4-bc7c-9f8246a87310
1780608338,0,kube_pod_status_phase,kube-state-metrics.monitoring.svc.cluster.local:8080,kube-state-metrics,online-boutique,Failed,cartservice-7956c8c845-x7sqr,ef0f4d13-54dc-44c4-bc7c-9f8246a87310
